de,a,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2018-12-04T22:42:00+01:00,2018-12-04T22:52:00+01:00,,,Europe/Madrid,Walking,"{""calories"":18,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1004,""distance"":777,""elevation"":40,""metcumul"":40}",,2018-12-06T07:39:02+01:00
2018-12-04T23:03:00+01:00,2018-12-04T23:18:00+01:00,,,Europe/Madrid,Walking,"{""calories"":19,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1055,""distance"":805,""elevation"":46,""metcumul"":46}",,2018-12-06T07:39:03+01:00
2018-12-05T13:29:00+01:00,2018-12-05T13:45:00+01:00,,,Europe/Madrid,Walking,"{""calories"":25,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1341,""distance"":1054,""elevation"":56,""metcumul"":56}",,2018-12-06T07:39:04+01:00
2018-12-05T16:08:00+01:00,2018-12-05T16:26:00+01:00,,,Europe/Madrid,Walking,"{""calories"":26,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1515,""distance"":1103,""elevation"":63,""metcumul"":63}",,2018-12-06T07:39:04+01:00
2018-12-05T18:51:00+01:00,2018-12-05T18:58:00+01:00,,,Europe/Madrid,Walking,"{""calories"":11,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":611,""distance"":473,""elevation"":25,""metcumul"":25}",,2018-12-06T07:39:05+01:00
2018-12-05T20:56:00+01:00,2018-12-05T21:16:00+01:00,,,Europe/Madrid,Walking,"{""calories"":33,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1822,""distance"":1388,""elevation"":75,""metcumul"":75}",,2018-12-06T07:39:05+01:00
2018-12-06T17:24:00+01:00,2018-12-06T17:49:00+01:00,,,Europe/Madrid,Walking,"{""calories"":44,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2477,""distance"":1875,""elevation"":100,""metcumul"":100}",,2018-12-08T14:37:08+01:00
2018-12-06T20:10:00+01:00,2018-12-06T20:25:00+01:00,,,Europe/Madrid,Walking,"{""calories"":33,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1763,""distance"":1390,""elevation"":69,""metcumul"":69}",,2018-12-08T14:37:08+01:00
2018-12-07T08:42:00+01:00,2018-12-07T08:50:00+01:00,,,Europe/Madrid,Running,"{""calories"":32,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":847,""distance"":915,""elevation"":53,""metcumul"":53}",,2018-12-08T14:37:08+01:00
2019-02-17T19:03:00+01:00,2019-02-17T20:02:00+01:00,,,Europe/Madrid,Other,"{""calories"":448,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2171,""distance"":1524,""elevation"":116,""metcumul"":116}",,2019-02-18T15:51:49+01:00
2019-02-18T18:37:00+01:00,2019-02-18T18:54:00+01:00,,,Europe/Madrid,Walking,"{""calories"":29,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1669,""distance"":1241,""elevation"":67,""metcumul"":67}",,2019-02-21T19:43:21+01:00
2019-02-18T20:59:00+01:00,2019-02-18T21:18:00+01:00,,,Europe/Madrid,Walking,"{""calories"":28,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1655,""distance"":1211,""elevation"":68,""metcumul"":68}",,2019-02-21T19:43:22+01:00
2019-02-19T14:13:00+01:00,2019-02-19T14:29:00+01:00,,,Europe/Rome,Walking,"{""calories"":27,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1497,""distance"":1151,""elevation"":61,""metcumul"":61}",,2019-02-21T19:43:23+01:00
2019-02-21T09:30:00+01:00,2019-02-21T12:30:00+01:00,,,Europe/Rome,Ski,"{""calories"":936,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-02-21T19:45:57+01:00
2019-02-21T22:33:00+01:00,2019-02-21T22:45:00+01:00,,,Europe/Rome,Other,"{""calories"":91,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":668,""distance"":550,""elevation"":33,""metcumul"":33}",,2019-02-22T20:33:40+01:00
2019-02-22T09:00:00+01:00,2019-02-22T12:20:00+01:00,,,Europe/Rome,Ski,"{""calories"":864,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1832,""distance"":1240,""elevation"":119,""metcumul"":119}",,2019-02-22T20:36:08+01:00
2019-02-23T09:00:00+01:00,2019-02-23T13:20:00+01:00,,,Europe/Rome,Ski,"{""calories"":1353,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-02-23T16:11:55+01:00
2019-02-24T08:00:00+01:00,2019-02-24T08:10:00+01:00,,,Europe/Madrid,Ski,"{""calories"":52,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-02-24T20:26:32+01:00
2019-02-24T14:37:00+01:00,2019-02-24T14:51:00+01:00,,,Europe/Madrid,Walking,"{""calories"":25,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1486,""distance"":1087,""elevation"":58,""metcumul"":58}",,2019-02-24T20:25:41+01:00
2019-02-25T18:58:00+01:00,2019-02-25T19:10:00+01:00,,,Europe/Madrid,Walking,"{""calories"":23,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1245,""distance"":969,""elevation"":50,""metcumul"":50}",,2019-03-01T08:17:48+01:00
2019-02-25T21:05:00+01:00,2019-02-25T21:18:00+01:00,,,Europe/Madrid,Walking,"{""calories"":25,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1432,""distance"":1074,""elevation"":56,""metcumul"":56}",,2019-03-01T08:17:48+01:00
2019-02-26T09:21:00+01:00,2019-02-26T09:25:00+01:00,,,Europe/Madrid,Running,"{""calories"":29,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":563,""distance"":668,""elevation"":44,""metcumul"":44}",,2019-03-01T08:17:49+01:00
2019-02-27T17:54:00+01:00,2019-02-27T18:10:00+01:00,,,Europe/Madrid,Walking,"{""calories"":26,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1405,""distance"":1100,""elevation"":59,""metcumul"":59}",,2019-03-01T08:17:49+01:00
2019-02-27T21:06:00+01:00,2019-02-27T21:27:00+01:00,,,Europe/Madrid,Walking,"{""calories"":34,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1895,""distance"":1433,""elevation"":78,""metcumul"":78}",,2019-03-01T08:17:49+01:00
2019-02-28T16:01:00+01:00,2019-02-28T16:11:00+01:00,,,Europe/Madrid,Walking,"{""calories"":15,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":855,""distance"":638,""elevation"":35,""metcumul"":35}",,2019-03-01T08:17:49+01:00
2019-02-28T18:08:00+01:00,2019-02-28T18:22:00+01:00,,,Europe/Madrid,Walking,"{""calories"":25,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1354,""distance"":1055,""elevation"":55,""metcumul"":55}",,2019-03-01T08:17:49+01:00
2019-02-28T19:16:00+01:00,2019-02-28T19:31:00+01:00,,,Europe/Madrid,Walking,"{""calories"":21,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1278,""distance"":906,""elevation"":52,""metcumul"":52}",,2019-03-01T08:17:49+01:00
2019-03-01T08:19:00+01:00,2019-03-01T08:27:00+01:00,,,Europe/Madrid,Walking,"{""calories"":9,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":541,""distance"":405,""elevation"":24,""metcumul"":24}",,2019-03-03T08:03:43+01:00
2019-03-01T08:28:00+01:00,2019-03-01T08:33:00+01:00,,,Europe/Madrid,Running,"{""calories"":33,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":725,""distance"":826,""elevation"":51,""metcumul"":51}",,2019-03-03T08:03:43+01:00
2019-03-01T08:34:00+01:00,2019-03-01T08:38:00+01:00,,,Europe/Madrid,Walking,"{""calories"":7,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":394,""distance"":308,""elevation"":16,""metcumul"":16}",,2019-03-03T08:03:43+01:00
2019-03-01T12:59:00+01:00,2019-03-01T13:09:00+01:00,,,Europe/Madrid,Walking,"{""calories"":17,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":978,""distance"":722,""elevation"":39,""metcumul"":39}",,2019-03-03T08:03:43+01:00
2019-03-01T14:47:00+01:00,2019-03-01T15:00:00+01:00,,,Europe/Madrid,Walking,"{""calories"":19,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1089,""distance"":804,""elevation"":44,""metcumul"":44}",,2019-03-03T08:03:44+01:00
2019-03-01T20:01:00+01:00,2019-03-01T20:55:00+01:00,,,Europe/Madrid,Walking,"{""calories"":67,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":4216,""distance"":2823,""elevation"":175,""metcumul"":175}",,2019-03-03T08:03:44+01:00
2019-03-02T09:15:00+01:00,2019-03-02T10:15:00+01:00,,,Europe/Madrid,Pilates,"{""calories"":100,""intensity"":17,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-03-03T08:08:07+01:00
2019-03-02T10:24:00+01:00,2019-03-02T10:30:00+01:00,,,Europe/Madrid,Walking,"{""calories"":13,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":675,""distance"":574,""elevation"":27,""metcumul"":27}",,2019-03-03T08:03:44+01:00
2019-03-02T12:14:00+01:00,2019-03-02T12:37:00+01:00,,,Europe/Madrid,Walking,"{""calories"":34,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2040,""distance"":1433,""elevation"":82,""metcumul"":82}",,2019-05-23T09:47:47+02:00
2019-03-02T12:54:00+01:00,2019-03-02T13:15:00+01:00,,,Europe/Madrid,Walking,"{""calories"":39,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2113,""distance"":1673,""elevation"":86,""metcumul"":86}",,2019-03-03T08:03:45+01:00
2019-03-02T18:44:00+01:00,2019-03-02T18:54:00+01:00,,,Europe/Madrid,Walking,"{""calories"":19,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1022,""distance"":805,""elevation"":41,""metcumul"":41}",,2019-03-03T08:03:45+01:00
2019-03-04T13:50:00+01:00,2019-03-04T14:02:00+01:00,,,Europe/Madrid,Walking,"{""calories"":24,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1297,""distance"":1038,""elevation"":52,""metcumul"":52}",,2019-03-06T07:43:00+01:00
2019-03-04T14:32:00+01:00,2019-03-04T14:45:00+01:00,,,Europe/Madrid,Walking,"{""calories"":20,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1195,""distance"":849,""elevation"":48,""metcumul"":48}",,2019-03-06T07:43:00+01:00
2019-03-06T18:14:00+01:00,2019-03-06T18:26:00+01:00,,,Europe/Madrid,Walking,"{""calories"":26,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1192,""distance"":977,""elevation"":54,""metcumul"":54}",,2019-03-09T23:26:52+01:00
2019-03-06T21:11:00+01:00,2019-03-06T21:25:00+01:00,,,Europe/Madrid,Walking,"{""calories"":27,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1512,""distance"":1140,""elevation"":59,""metcumul"":59}",,2019-03-09T23:26:53+01:00
2019-03-08T19:14:00+01:00,2019-03-08T19:32:00+01:00,,,Europe/Madrid,Walking,"{""calories"":23,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1414,""distance"":997,""elevation"":59,""metcumul"":59}",,2019-03-09T23:26:53+01:00
2019-03-08T20:22:00+01:00,2019-03-08T20:38:00+01:00,,,Europe/Madrid,Walking,"{""calories"":23,""intensity"":50,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1339,""distance"":974,""elevation"":55,""metcumul"":55}",,2019-03-09T23:26:53+01:00
2019-03-09T14:30:00+01:00,2019-03-09T17:50:00+01:00,,,Europe/Madrid,Hiking,"{""calories"":713,""intensity"":21,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":5214,""distance"":3562,""elevation"":283,""metcumul"":283}",,2019-03-10T00:00:03+01:00
2019-03-11T21:04:00+01:00,2019-03-11T21:22:00+01:00,,,Europe/Madrid,Walking,"{""calories"":51,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1920,""distance"":1422,""elevation"":75,""metcumul"":75}",,2019-03-14T14:49:45+01:00
2019-03-12T14:09:00+01:00,2019-03-12T14:14:00+01:00,,,Europe/Madrid,Walking,"{""calories"":14,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":532,""distance"":435,""elevation"":21,""metcumul"":21}",,2019-03-14T14:49:46+01:00
2019-03-13T14:45:00+01:00,2019-03-13T14:51:00+01:00,,,Europe/Madrid,Walking,"{""calories"":17,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":593,""distance"":450,""elevation"":24,""metcumul"":24}",,2019-03-14T14:49:46+01:00
2019-03-14T08:51:01+01:00,2019-03-14T08:55:00+01:00,,,Europe/Madrid,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":422,""distance"":329,""elevation"":16,""metcumul"":16}",,2019-03-14T14:49:46+01:00
2019-03-14T14:44:00+01:00,2019-03-14T14:48:00+01:00,,,Europe/Madrid,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":436,""distance"":319,""elevation"":17,""metcumul"":17}",,2019-03-14T14:49:46+01:00
2019-03-14T14:44:00+01:00,2019-03-14T14:49:00+01:00,,,Europe/Madrid,Walking,"{""calories"":14,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":534,""distance"":391,""elevation"":20,""metcumul"":20}",,2019-03-14T14:50:08+01:00
2019-03-14T14:44:00+01:00,2019-03-14T14:50:00+01:00,,,Europe/Madrid,Walking,"{""calories"":17,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":647,""distance"":475,""elevation"":25,""metcumul"":25}",,2019-03-19T07:55:08+01:00
2019-03-16T10:39:00+01:00,2019-03-16T10:47:00+01:00,,,Europe/Madrid,Walking,"{""calories"":23,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":658,""distance"":500,""elevation"":27,""metcumul"":27}",,2019-03-19T07:55:06+01:00
2019-03-17T09:06:00+01:00,2019-03-17T09:11:00+01:00,,,Europe/Madrid,Running,"{""calories"":35,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":610,""distance"":613,""elevation"":32,""metcumul"":32}",,2019-03-19T07:55:06+01:00
2019-03-18T18:29:00+01:00,2019-03-18T18:46:00+01:00,,,Europe/Madrid,Walking,"{""calories"":48,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1614,""distance"":1184,""elevation"":65,""metcumul"":65}",,2019-03-19T08:08:06+01:00
2019-03-18T20:59:00+01:00,2019-03-18T21:09:00+01:00,,,Europe/Madrid,Walking,"{""calories"":28,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":650,""distance"":488,""elevation"":28,""metcumul"":28}",,2019-03-19T08:08:06+01:00
2019-03-18T21:10:00+01:00,2019-03-18T21:15:00+01:00,,,Europe/Madrid,Running,"{""calories"":35,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":616,""distance"":599,""elevation"":35,""metcumul"":35}",,2019-03-19T08:08:07+01:00
2019-03-19T08:15:00+01:00,2019-03-19T09:15:00+01:00,,,Europe/Amsterdam,Pilates,"{""calories"":41,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-03-22T09:33:20+01:00
2019-03-19T09:21:00+01:00,2019-03-19T09:25:00+01:00,,,Europe/Madrid,Running,"{""calories"":30,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":612,""distance"":738,""elevation"":46,""metcumul"":46}",,2019-03-21T19:29:53+01:00
2019-03-19T09:26:00+01:00,2019-03-19T09:30:00+01:00,,,Europe/Madrid,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":418,""distance"":338,""elevation"":17,""metcumul"":17}",,2019-03-21T19:29:53+01:00
2019-03-20T18:55:00+01:00,2019-03-20T19:09:00+01:00,,,Europe/Amsterdam,Walking,"{""calories"":40,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1371,""distance"":1034,""elevation"":55,""metcumul"":55}",,2019-03-22T07:46:22+01:00
2019-03-20T21:03:00+01:00,2019-03-20T21:25:00+01:00,,,Europe/Amsterdam,Walking,"{""calories"":63,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1924,""distance"":1441,""elevation"":79,""metcumul"":79}",,2019-03-22T07:46:22+01:00
2019-03-21T07:45:00+01:00,2019-03-21T08:45:00+01:00,,,Europe/Amsterdam,Pilates,"{""calories"":41,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-03-22T07:47:54+01:00
2019-03-21T20:57:00+01:00,2019-03-21T21:08:00+01:00,,,Europe/Amsterdam,Walking,"{""calories"":31,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":833,""distance"":594,""elevation"":35,""metcumul"":35}",,2019-03-22T07:47:06+01:00
